"","gene_ID","gene_symbol","annotation_ID","primary_FBgn"
"3420","41887","CG14869","CG14869","FBgn0038341"
"3421","41884","CG6118","CG6118","FBgn0038339"
"3422","41882","CG6125","CG6125","FBgn0038337"
"3423","41879","h-cup","CG6130","FBgn0038334"
"3424","41877","CG6136","CG6136","FBgn0038332"
"3425","41876","CG5073","CG5073","FBgn0038331"
"3426","41871","Trax","CG5063","FBgn0038327"
"3427","41869","CG5044","CG5044","FBgn0038326"
"3428","41868","CG6194","CG6194","FBgn0038325"
"3429","41867","CG5038","CG5038","FBgn0038324"
"3430","41863","CG6218","CG6218","FBgn0038321"
"3431","41861","Sra-1","CG4931","FBgn0038320"
"3432","41859","mRpL9","CG31478","FBgn0038319"
"3433","41857","CG6236","CG6236","FBgn0038318"
"3434","41855","CG6276","CG6276","FBgn0038316"
"3435","41854","CG14866","CG14866","FBgn0038315"
"3436","41849","CG4338","CG4338","FBgn0038313"
"3437","41847","CG4334","CG4334","FBgn0038312"
"3438","5740757","CG34316","CG4247","FBgn0038307"
"3439","41838","mRpS10","CG4247","FBgn0038307"
"3440","41837","Art3","CG6563","FBgn0038306"
"3441","41834","CG12241","CG12241","FBgn0038304"
"3442","41833","CG6623","CG6623","FBgn0038303"
"3443","41832","CG4210","CG4210","FBgn0038302"
"3444","41831","CG6654","CG6654","FBgn0038301"
"3445","41830","CG4203","CG4203","FBgn0038300"
"3446","41829","CG6687","CG6687","FBgn0038299"
"3447","41826","CG6752","CG6752","FBgn0038296"
"3448","41825","Gyc88E","CG4154","FBgn0038295"
"3449","41824","Mf","CG6803","FBgn0038294"
"3450","41822","CG3987","CG3987","FBgn0038292"
"3451","41820","CG6912","CG6912","FBgn0038290"
"3452","41816","CG6966","CG6966","FBgn0038286"
"3453","2768670","dpr9","CG33485","FBgn0038282"
"3454","41811","RpL10Aa","CG3843","FBgn0038281"
"3455","41810","CG14861","CG14861","FBgn0038280"
"3456","41809","CG3837","CG3837","FBgn0038279"
"3457","41807","RpS5b","CG7014","FBgn0038277"
"3458","41805","CG3817","CG3817","FBgn0038275"
"3459","41802","CG7265","CG7265","FBgn0038272"
"3460","41800","CG3731","CG3731","FBgn0038271"
"3461","41798","Rrp6","CG7292","FBgn0038269"
"3462","41797","CG3631","CG3631","FBgn0038268"
"3463","41795","CG3610","CG3610","FBgn0038266"
"3464","41791","CG14857","CG14857","FBgn0038262"
"3465","41790","CG14856","CG14856","FBgn0038261"
"3466","41789","CG14855","CG14855","FBgn0038260"
"3467","41786","smp-30","CG7390","FBgn0038257"
"3468","41784","CG7530","CG7530","FBgn0038256"
"3469","41780","CG3509","CG3509","FBgn0038252"
"3470","41778","CG3508","CG3508","FBgn0038251"
"3471","41777","CG3505","CG3505","FBgn0038250"
"3472","41775","CG7886","CG7886","FBgn0038248"
"3473","41771","CG14853","CG14853","FBgn0038246"
"3474","41768","CG7987","CG7987","FBgn0038244"
"3475","41766","CG8066","CG8066","FBgn0038243"
"3476","41764","CG8087","CG8087","FBgn0038241"
"3477","41762","CG14850","CG14850","FBgn0038239"
"3478","41761","CG14854","CG14854","FBgn0038238"
"3479","41760","Pde6","CG8279","FBgn0038237"
"3480","41758","CG8461","CG8461","FBgn0038235"
"3481","41757","mRpL11","CG3351","FBgn0038234"
"3482","41756","HtrA2","CG8464","FBgn0038233"
"3483","41748","soti","CG8489","FBgn0038225"
"3484","41745","CG3321","CG3321","FBgn0038224"
"3485","41744","CG8538","CG8538","FBgn0038223"
"3486","41738","CG12207","CG12207","FBgn0038220"
"3487","41736","CG14839","CG14839","FBgn0038219"
"3488","41735","CG14841","CG14841","FBgn0038218"
"3489","41734","CG14840","CG14840","FBgn0038217"
"3490","41731","CG9616","CG9616","FBgn0038214"
"3491","41727","CG9649","CG9649","FBgn0038211"
"3492","41723","CG14355","CG14355","FBgn0038208"
"3493","41722","CG14356","CG14356","FBgn0038207"
"3494","41719","twf","CG3172","FBgn0038206"
"3495","41714","CG12402","CG12402","FBgn0038202"
"3496","41713","CG9918","CG9918","FBgn0038201"
"3497","41712","CG9920","CG9920","FBgn0038200"
"3498","41711","CG14358","CG14358","FBgn0038199"
"3499","41710","Npc2b","CG3153","FBgn0038198"
"3500","41709","foxo","CG3143","FBgn0038197"
"3501","41708","CG9922","CG9922","FBgn0038196"
"3502","41707","CG3061","CG3061","FBgn0038195"
"3503","41706","Cyp6d5","CG3050","FBgn0038194"
"3504","41702","CG9925","CG9925","FBgn0038191"
"3505","41700","CG9926","CG9926","FBgn0038190"
"3506","41698","Art9","CG9929","FBgn0038188"
"3507","41690","CG9286","CG9286","FBgn0038183"
"3508","41688","CG9297","CG9297","FBgn0038181"
"3509","41687","Cht5","CG9307","FBgn0038180"
"3510","41686","CG9312","CG9312","FBgn0038179"
"3511","41680","Adgf-C","CG9345","FBgn0038173"
"3512","41679","Adgf-D","CG9621","FBgn0038172"
"3513","41676","CG14367","CG14367","FBgn0038170"
"3514","41674","omd","CG9591","FBgn0038168"
"3515","41673","lkb1","CG9374","FBgn0038167"
"3516","41672","CG9588","CG9588","FBgn0038166"
"3517","41665","CG10841","CG10841","FBgn0038163"
"3518","41661","CG9759","CG9759","FBgn0038160"
"3519","41651","yellow-e3","CG17045","FBgn0038150"
"3520","41650","CG9796","CG9796","FBgn0038149"
"3521","41648","CG14375","CG14375","FBgn0038147"
"3522","41647","CG9799","CG9799","FBgn0038146"
"3523","41646","Droj2","CG8863","FBgn0038145"
"3524","41644","CG9813","CG9813","FBgn0038143"
"3525","41642","CheA87a","CG14379","FBgn0038142"
"3526","41638","CG8795","CG8795","FBgn0038139"
"3527","41635","CG8774","CG8774","FBgn0038136"
"3528","41634","CG8773","CG8773","FBgn0038135"
"3529","41633","wntD","CG8458","FBgn0038134"
"3530","41632","Osi22","CG8644","FBgn0038133"
"3531","41631","CG15887","CG15887","FBgn0038132"
"3532","41630","CG15888","CG15888","FBgn0038131"
"3533","41629","CG8630","CG8630","FBgn0038130"
"3534","41628","CG8449","CG8449","FBgn0038129"
"3535","41626","Ravus","CG15889","FBgn0038128"
"3536","41624","CG8476","CG8476","FBgn0038127"
"3537","41623","CG8483","CG8483","FBgn0038126"
"3538","41620","CG8508","CG8508","FBgn0038123"
"3539","41615","timeout","CG7855","FBgn0038118"
"3540","41608","CG11670","CG11670","FBgn0038114"
"3541","41606","CG11668","CG11668","FBgn0038113"
"3542","41601","CG8031","CG8031","FBgn0038110"
"3543","41600","CG11656","CG11656","FBgn0038109"
"3544","41599","CG7518","CG7518","FBgn0038108"
"3545","41598","CG17327","CG17327","FBgn0038107"
"3546","41597","CG7488","CG7488","FBgn0038106"
"3547","41596","yellow-f2","CG8063","FBgn0038105"
"3548","41591","Paip2","CG12358","FBgn0038100"
"3549","41590","CG7091","CG7091","FBgn0038099"
"3550","41589","CG7381","CG7381","FBgn0038098"
"3551","41588","CG14384","CG14384","FBgn0038097"
"3552","41586","Cyp304a1","CG7241","FBgn0038095"
"3553","41583","beat-Vb","CG31298","FBgn0038092"
"3554","41579","CG10126","CG10126","FBgn0038088"
"3555","41570","CG12279","CG12279","FBgn0038080"
"3556","41568","CG14394","CG14394","FBgn0038079"
"3557","41567","CG14391","CG14391","FBgn0038078"
"3558","41563","Cyp313a4","CG6802","FBgn0038076"
"3559","41561","CG6188","CG6188","FBgn0038074"
"3560","41559","CG6225","CG6225","FBgn0038072"
"3561","41558","CG6234","CG6234","FBgn0038071"
"3562","41557","CG6753","CG6753","FBgn0038070"
"3563","41554","CG11598","CG11598","FBgn0038067"
"3564","41551","CG6359","CG6359","FBgn0038065"
"3565","41543","CG5608","CG5608","FBgn0038058"
"3566","41541","CG5961","CG5961","FBgn0038056"
"3567","41538","CG18549","CG18549","FBgn0038053"
"3568","2768665","CG17207","CG17207","FBgn0038051"
"3569","41533","CG5844","CG5844","FBgn0038049"
"3570","41529","CG5641","CG5641","FBgn0038046"
"3571","41528","Sas","CG5232","FBgn0038045"
"3572","41526","CG17202","CG17202","FBgn0038043"
"3573","41525","Scgbeta","CG5657","FBgn0038042"
"3574","41522","CG5196","CG5196","FBgn0038039"
"3575","41521","CG5167","CG5167","FBgn0038038"
"3576","41520","Cyp9f2","CG11466","FBgn0038037"
"3577","41518","lig3","CG17227","FBgn0038035"
"3578","3771756","CG10097","CG10097","FBgn0038033"
"3579","3771756","CG10097","CG10096","FBgn0038032"
"3580","3772183","CG10096","CG10096","FBgn0038032"
"3581","41512","CG17639","CG17639","FBgn0038029"
"3582","41511","CG10035","CG10035","FBgn0038028"
"3583","41500","Tim17a1","CG10090","FBgn0038018"
"3584","41499","CG4115","CG4115","FBgn0038017"
"3585","41498","MBD-R2","CG10042","FBgn0038016"
"3586","41495","CG10038","CG10038","FBgn0038013"
"3587","41494","CG10013","CG10013","FBgn0038012"
"3588","41490","CG17738","CG17738","FBgn0038009"
"3589","41489","CG3942","CG3942","FBgn0038008"
"3590","41483","CG12256","CG12256","FBgn0038002"
"3591","41481","CG10014","CG10014","FBgn0038000"
"3592","41480","CG4860","CG4860","FBgn0037999"
"3593","41479","CG4848","CG4848","FBgn0037998"
"3594","41477","CG4830","CG4830","FBgn0037996"
"3595","41476","CG3809","CG3809","FBgn0037995"
"3596","41475","CG4810","CG4810","FBgn0037994"
"3597","41473","dpr15","CG10095","FBgn0037993"
"3598","41472","CG4702","CG4702","FBgn0037992"
"3599","41469","CG14741","CG14741","FBgn0037989"
"3600","41468","CG14740","CG14740","FBgn0037988"
"3601","41467","CG14739","CG14739","FBgn0037987"
"3602","41466","CG14736","CG14736","FBgn0037986"
"3603","41465","ssp5","CG14735","FBgn0037985"
"3604","41460","CG3313","CG3313","FBgn0037980"
"3605","41459","CG3532","CG3532","FBgn0037979"
"3606","41458","KLHL18","CG3571","FBgn0037978"
"3607","41456","Tk","CG14734","FBgn0037976"
"3608","41454","CG3397","CG3397","FBgn0037975"
"3609","41453","CG12224","CG12224","FBgn0037974"
"3610","41451","CG10005","CG10005","FBgn0037972"
"3611","41449","CG12201","CG12201","FBgn0037970"
"3612","41442","CG14731","CG14731","FBgn0037964"
"3613","41441","Cad87A","CG6977","FBgn0037963"
"3614","41440","CG6971","CG6971","FBgn0037962"
"3615","41438","mthl5","CG6965","FBgn0037960"
"3616","41436","CG6962","CG6962","FBgn0037958"
"3617","41434","CG6959","CG6959","FBgn0037956"
"3618","41433","CG6950","CG6950","FBgn0037955"
"3619","41426","HisCl1","CG14723","FBgn0037950"
"3620","41425","CG17360","CG17360","FBgn0037949"
"3621","41420","CG6923","CG6923","FBgn0037944"
"3622","41419","CG14722","CG14722","FBgn0037943"
"3623","41417","CG14721","CG14721","FBgn0037942"
"3624","41416","CG12594","CG12594","FBgn0037941"
"3625","41413","CG14718","CG14718","FBgn0037939"
"3626","41411","Fer3","CG6913","FBgn0037937"
"3627","41410","CG6908","CG6908","FBgn0037936"
"3628","41409","CG6834","CG6834","FBgn0037935"
"3629","41407","Ho","CG14716","FBgn0037933"
"3630","41404","CG18476","CG18476","FBgn0037931"
"3631","41403","CG14715","CG14715","FBgn0037930"
"3632","41399","CG10535","CG10535","FBgn0037926"
"3633","41397","CG14712","CG14712","FBgn0037924"
"3634","41395","CG14711","CG14711","FBgn0037922"
"3635","41394","CG6808","CG6808","FBgn0037921"
"3636","41393","CG14710","CG14710","FBgn0037920"
"3637","41391","CG6791","CG6791","FBgn0037918"
"3638","41390","wkd","CG5344","FBgn0037917"
"3639","41388","CG6790","CG6790","FBgn0037915"
"3640","3772232","CG6783","CG6783","FBgn0037913"
"3641","3772221","CG6782","CG6782","FBgn0037912"
"3642","3772232","CG6783","CG6782","FBgn0037912"
"3643","41384","CG10898","CG10898","FBgn0037911"
"3644","41381","dpr5","CG5308","FBgn0037908"
"3645","41379","PGRP-LB","CG14704","FBgn0037906"
"3646","41375","CG5281","CG5281","FBgn0037902"
"3647","41374","CG6744","CG6744","FBgn0037901"
"3648","41373","CG5276","CG5276","FBgn0037900"
"3649","41372","CG6764","CG6764","FBgn0037899"
"3650","41370","CG5270","CG5270","FBgn0037897"
"3651","41369","ninaG","CG6728","FBgn0037896"
"3652","41368","CG6723","CG6723","FBgn0037895"
"3653","41367","Ranbp9","CG5252","FBgn0037894"
"3654","41360","CG5214","CG5214","FBgn0037891"
"3655","41359","CG17734","CG17734","FBgn0037890"
"3656","41358","scpr-A","CG5207","FBgn0037889"
"3657","41357","scpr-B","CG17210","FBgn0037888"
"3658","41354","CG17721","CG17721","FBgn0037885"
"3659","41353","CG17184","CG17184","FBgn0037884"
"3660","41351","CG17187","CG17187","FBgn0037882"
"3661","41348","scpr-C","CG5106","FBgn0037879"
"3662","41346","CG6693","CG6693","FBgn0037878"
"3663","41342","CG6672","CG6672","FBgn0037875"
"3664","41341","Tctp","CG4800","FBgn0037874"
"3665","41340","SdhC","CG6666","FBgn0037873"
"3666","41337","CG18577","CG18577","FBgn0037870"
"3667","41326","CG4706","CG4706","FBgn0037862"
"3668","41324","CG6629","CG6629","FBgn0037860"
"3669","41320","CG4674","CG4674","FBgn0037856"
"3670","41319","CG6621","CG6621","FBgn0037855"
"3671","41316","CG6608","CG6608","FBgn0037852"
"3672","41312","CG4596","CG4596","FBgn0037849"
"3673","41310","Tsp86D","CG4591","FBgn0037848"
"3674","41308","CG6574","CG6574","FBgn0037846"
"3675","41307","CG14694","CG14694","FBgn0037845"
"3676","41306","CG4570","CG4570","FBgn0037844"
"3677","41305","CG4511","CG4511","FBgn0037843"
"3678","41304","CG6567","CG6567","FBgn0037842"
"3679","41303","CG4565","CG4565","FBgn0037841"
"3680","41300","CG4089","CG4089","FBgn0037838"
"3681","41299","CG14693","CG14693","FBgn0037837"
"3682","41297","CG14687","CG14687","FBgn0037835"
"3683","41295","Art1","CG6554","FBgn0037834"
"3684","41292","CG14686","CG14686","FBgn0037832"
"3685","41289","Cap-H2","CG14685","FBgn0037831"
"3686","41287","CG14691","CG14691","FBgn0037829"
"3687","41285","tomboy20","CG14690","FBgn0037828"
"3688","41284","CG4073","CG4073","FBgn0037827"
"3689","41283","CG14689","CG14689","FBgn0037826"
"3690","41281","CG14684","CG14684","FBgn0037824"
"3691","41274","CG6465","CG6465","FBgn0037818"
"3692","41271","CG6345","CG6345","FBgn0037816"
"3693","41268","CG6325","CG6325","FBgn0037814"
"3694","41264","CG18545","CG18545","FBgn0037812"
"3695","41263","CG12592","CG12592","FBgn0037811"
"3696","41262","sle","CG12819","FBgn0037810"
"3697","41261","CG12818","CG12818","FBgn0037809"
"3698","41259","CG6293","CG6293","FBgn0037807"
"3699","41253","CG3999","CG3999","FBgn0037801"
"3700","41250","CG12817","CG12817","FBgn0037798"
"3701","41249","CG12420","CG12420","FBgn0037797"
"3702","41246","CG12814","CG12814","FBgn0037796"
"3703","41244","CG6254","CG6254","FBgn0037794"
"3704","41242","CG6241","CG6241","FBgn0037792"
"3705","41238","CG3940","CG3940","FBgn0037788"
"3706","41233","Npc2c","CG3934","FBgn0037783"
"3707","41232","Npc2d","CG12813","FBgn0037782"
"3708","41231","Fancl","CG12812","FBgn0037781"
"3709","41230","CG3925","CG3925","FBgn0037780"
"3710","41228","mtTFB2","CG3910","FBgn0037778"
"3711","41222","CG5359","CG5359","FBgn0037773"
"3712","41219","Art4","CG5358","FBgn0037770"
"3713","41215","Teh1","CG12806","FBgn0037766"
"3714","41214","CG9458","CG9458","FBgn0037765"
"3715","41213","CG9459","CG9459","FBgn0037764"
"3716","41212","CG16904","CG16904","FBgn0037763"
"3717","41211","eloF","CG16905","FBgn0037762"
"3718","41209","CG9461","CG9461","FBgn0037760"
"3719","41208","CG8526","CG8526","FBgn0037759"
"3720","41207","CG9467","CG9467","FBgn0037758"
"3721","41205","CG8507","CG8507","FBgn0037756"
"3722","41204","CG12945","CG12945","FBgn0037755"
"3723","41203","CG8500","CG8500","FBgn0037754"
"3724","41201","CG12947","CG12947","FBgn0037753"
"3725","41199","topi","CG8484","FBgn0037751"
"3726","41198","CG12946","CG12946","FBgn0037750"
"3727","41197","CG9471","CG9471","FBgn0037749"
"3728","41195","CG8481","CG8481","FBgn0037747"
"3729","41194","CG8478","CG8478","FBgn0037746"
"3730","41192","CG8417","CG8417","FBgn0037744"
"3731","41191","CG8412","CG8412","FBgn0037743"
"3732","41190","Rpt3R","CG9475","FBgn0037742"
"3733","41187","CG12948","CG12948","FBgn0037739"
"3734","41185","Pnn","CG8383","FBgn0037737"
"3735","41184","CG12950","CG12950","FBgn0037736"
"3736","41179","trbd","CG9448","FBgn0037734"
"3737","41176","CG18542","CG18542","FBgn0037731"
"3738","41173","CG16817","CG16817","FBgn0037728"
"3739","41172","CG8358","CG8358","FBgn0037727"
"3740","41169","Fst","CG9434","FBgn0037724"
"3741","41167","SpdS","CG8327","FBgn0037723"
"3742","41165","CG8319","CG8319","FBgn0037722"
"3743","41164","CG9427","CG9427","FBgn0037721"
"3744","41163","CG8312","CG8312","FBgn0037720"
"3745","41162","bocksbeutel","CG9424","FBgn0037719"
"3746","41161","P58IPK","CG8286","FBgn0037718"
"3747","41160","CG8301","CG8301","FBgn0037717"
"3748","41159","CG8273","CG8273","FBgn0037716"
"3749","41157","CG9399","CG9399","FBgn0037715"
"3750","41156","CG9396","CG9396","FBgn0037714"
"3751","41154","CG16789","CG16789","FBgn0037712"
"3752","41152","CG9393","CG9393","FBgn0037710"
"3753","41149","CG8199","CG8199","FBgn0037709"
"3754","41148","CG9386","CG9386","FBgn0037708"
"3755","41147","RnpS1","CG16788","FBgn0037707"
"3756","41145","mura","CG9381","FBgn0037705"
"3757","41143","CG8165","CG8165","FBgn0037703"
"3758","261329","CG8176","CG8176","FBgn0037702"
"3759","41137","CG8149","CG8149","FBgn0037700"
"3760","41133","CG9363","CG9363","FBgn0037697"
"3761","41132","CG9362","CG9362","FBgn0037696"
"3762","41123","CG8135","CG8135","FBgn0037689"
"3763","41122","CG9356","CG9356","FBgn0037688"
"3764","41121","CG8132","CG8132","FBgn0037687"
"3765","41120","RpL34b","CG9354","FBgn0037686"
"3766","41117","CG8129","CG8129","FBgn0037684"
"3767","41116","CG18473","CG18473","FBgn0037683"
"3768","41113","CG8121","CG8121","FBgn0037680"
"3769","41112","CG8866","CG8866","FBgn0037679"
"3770","41111","CG16749","CG16749","FBgn0037678"
"3771","41109","CG8861","CG8861","FBgn0037676"
"3772","41105","sage","CG12952","FBgn0037672"
"3773","41104","CG8444","CG8444","FBgn0037671"
"3774","41103","CG8436","CG8436","FBgn0037670"
"3775","41102","CG9740","CG9740","FBgn0037669"
"3776","41097","CG8420","CG8420","FBgn0037664"
"3777","41091","CG18005","CG18005","FBgn0037660"
"3778","41090","CG11033","CG11033","FBgn0037659"
"3779","41086","hyx","CG11990","FBgn0037657"
"3780","41083","CG11986","CG11986","FBgn0037656"
"3781","41082","CG11984","CG11984","FBgn0037655"
"3782","41080","CG11982","CG11982","FBgn0037653"
"3783","41078","CG11980","CG11980","FBgn0037652"
"3784","41074","CG11975","CG11975","FBgn0037648"
"3785","41071","RagA","CG11968","FBgn0037647"
"3786","41070","CG11967","CG11967","FBgn0037646"
"3787","41069","CG11966","CG11966","FBgn0037645"
"3788","41068","CG11964","CG11964","FBgn0037644"
"3789","41067","skap","CG11963","FBgn0037643"
"3790","41060","CG8379","CG8379","FBgn0037638"
"3791","41059","CG9836","CG9836","FBgn0037637"
"3792","41058","CG9821","CG9821","FBgn0037636"
"3793","41057","CG9837","CG9837","FBgn0037635"
"3794","41056","CG8359","CG8359","FBgn0037634"
"3795","41055","CG9839","CG9839","FBgn0037633"
"3796","41054","Tcp-1eta","CG8351","FBgn0037632"
"3797","41048","CG13318","CG13318","FBgn0037627"
"3798","41047","CG8236","CG8236","FBgn0037626"
"3799","41045","CG8223","CG8223","FBgn0037624"
"3800","41044","CG9801","CG9801","FBgn0037623"
"3801","41043","CG8202","CG8202","FBgn0037622"
"3802","41042","CG9797","CG9797","FBgn0037621"
"3803","41038","CG8145","CG8145","FBgn0037617"
"3804","41037","CG8136","CG8136","FBgn0037616"
"3805","41036","CG11760","CG11760","FBgn0037615"
"3806","41035","CG8116","CG8116","FBgn0037614"
"3807","41034","Cks85A","CG9790","FBgn0037613"
"3808","41033","CG8112","CG8112","FBgn0037612"
"3809","41030","CG8043","CG8043","FBgn0037610"
"3810","41029","CG9773","CG9773","FBgn0037609"
"3811","41028","mRpL19","CG8039","FBgn0037608"
"3812","41027","CG8036","CG8036","FBgn0037607"
"3813","41026","CG8032","CG8032","FBgn0037606"
"3814","41023","CG11753","CG11753","FBgn0037603"
"3815","41021","CG8021","CG8021","FBgn0037602"
"3816","41019","Cyp313b1","CG9716","FBgn0037601"
"3817","41009","CG11737","CG11737","FBgn0037592"
"3818","41000","CG9684","CG9684","FBgn0037583"
"3819","40997","CG7352","CG7352","FBgn0037581"
"3820","40996","DppIII","CG7415","FBgn0037580"
"3821","40995","CG18193","CG18193","FBgn0037579"
"3822","40994","CG9601","CG9601","FBgn0037578"
"3823","40992","CG7443","CG7443","FBgn0037577"
"3824","40988","Coq2","CG9613","FBgn0037574"
"3825","40987","eIF4AIII","CG7483","FBgn0037573"
"3826","40986","CG11698","CG11698","FBgn0037572"
"3827","40985","CG11694","CG11694","FBgn0037571"
"3828","40980","mRpL1","CG7494","FBgn0037566"
"3829","40979","CG9626","CG9626","FBgn0037565"
"3830","40977","CG11672","CG11672","FBgn0037563"
