"","gene_ID","gene_symbol","annotation_ID","primary_FBgn"
"2884","43104","CG4774","CG4774","FBgn0039360"
"2885","43103","RpL27","CG4759","FBgn0039359"
"2886","43102","CG5028","CG5028","FBgn0039358"
"2887","43101","CG4743","CG4743","FBgn0039357"
"2888","43100","CG5039","CG5039","FBgn0039356"
"2889","43099","CG4730","CG4730","FBgn0039355"
"2890","43098","Lgr3","CG31096","FBgn0039354"
"2891","43093","jigr1","CG17383","FBgn0039350"
"2892","43092","Ssadh","CG4685","FBgn0039349"
"2893","43091","CG4673","CG4673","FBgn0039348"
"2894","43090","CG5071","CG5071","FBgn0039347"
"2895","43085","CG5111","CG5111","FBgn0039343"
"2896","43083","CG5112","CG5112","FBgn0039341"
"2897","43081","CG5116","CG5116","FBgn0039339"
"2898","43080","XNP","CG4548","FBgn0039338"
"2899","43079","MED28","CG5121","FBgn0039337"
"2900","43077","Vps33B","CG5127","FBgn0039335"
"2901","43074","CG11910","CG11910","FBgn0039332"
"2902","43073","CG11913","CG11913","FBgn0039331"
"2903","43069","CG10669","CG10669","FBgn0039329"
"2904","43068","CHKov2","CG10675","FBgn0039328"
"2905","43066","CG10562","CG10562","FBgn0039326"
"2906","43065","CG10560","CG10560","FBgn0039325"
"2907","43061","CG10550","CG10550","FBgn0039321"
"2908","43053","CG11892","CG11892","FBgn0039313"
"2909","43052","CG10514","CG10514","FBgn0039312"
"2910","43051","CG10513","CG10513","FBgn0039311"
"2911","43050","CG11878","CG11878","FBgn0039310"
"2912","3772439","CG11891","CG11891","FBgn0039309"
"2913","3772439","CG11891","CG11889","FBgn0039308"
"2914","43044","CG11858","CG11858","FBgn0039305"
"2915","43043","CG10425","CG10425","FBgn0039304"
"2916","43042","CG11857","CG11857","FBgn0039303"
"2917","43041","Nup358","CG11856","FBgn0039302"
"2918","43040","CG11875","CG11875","FBgn0039301"
"2919","43039","RpS27","CG10423","FBgn0039300"
"2920","43037","CG11854","CG11854","FBgn0039299"
"2921","43036","to","CG11853","FBgn0039298"
"2922","43035","CG11852","CG11852","FBgn0039297"
"2923","43034","CG10420","CG10420","FBgn0039296"
"2924","43033","Cad96Cb","CG13664","FBgn0039294"
"2925","43031","CG11851","CG11851","FBgn0039293"
"2926","43029","CG13663","CG13663","FBgn0039291"
"2927","43023","dan","CG11849","FBgn0039286"
"2928","43020","danr","CG13651","FBgn0039283"
"2929","43019","Bili","CG11848","FBgn0039282"
"2930","43017","Mocs2","CG10238","FBgn0039280"
"2931","43014","CG13650","CG13650","FBgn0039277"
"2932","43009","CG11920","CG11920","FBgn0039274"
"2933","43008","CG9996","CG9996","FBgn0039273"
"2934","43007","CG11836","CG11836","FBgn0039272"
"2935","43003","veli","CG7662","FBgn0039269"
"2936","43000","CG11791","CG11791","FBgn0039266"
"2937","42999","CG11790","CG11790","FBgn0039265"
"2938","42998","CG11786","CG11786","FBgn0039264"
"2939","42995","CG6422","CG6422","FBgn0039261"
"2940","42994","Smg6","CG6369","FBgn0039260"
"2941","42992","CG11781","CG11781","FBgn0039259"
"2942","42991","beta4GalT7","CG11780","FBgn0039258"
"2943","42987","Nmnat","CG13645","FBgn0039254"
"2944","42984","CG11771","CG11771","FBgn0039252"
"2945","42983","Trf4-2","CG17462","FBgn0039251"
"2946","42982","CG11120","CG11120","FBgn0039250"
"2947","42981","CG11168","CG11168","FBgn0039249"
"2948","42978","CG10845","CG10845","FBgn0039246"
"2949","42976","CG11069","CG11069","FBgn0039244"
"2950","42973","CG11089","CG11089","FBgn0039241"
"2951","42972","CG3744","CG3744","FBgn0039240"
"2952","42969","CG13641","CG13641","FBgn0039239"
"2953","42968","CG7016","CG7016","FBgn0039238"
"2954","42967","CG13640","CG13640","FBgn0039237"
"2955","42965","CG10899","CG10899","FBgn0039235"
"2956","42964","nct","CG7012","FBgn0039234"
"2957","42963","CG7006","CG7006","FBgn0039233"
"2958","42961","CG13636","CG13636","FBgn0039232"
"2959","42958","CG6995","CG6995","FBgn0039229"
"2960","42955","CG6980","CG6980","FBgn0039228"
"2961","42954","polybromo","CG11375","FBgn0039227"
"2962","42953","CG18410","CG18410","FBgn0039226"
"2963","42952","Ets96B","CG6892","FBgn0039225"
"2964","42950","CG5805","CG5805","FBgn0039223"
"2965","42943","CG13630","CG13630","FBgn0039219"
"2966","42942","Rpb10","CG13628","FBgn0039218"
"2967","42941","CG13627","CG13627","FBgn0039217"
"2968","42937","CG6695","CG6695","FBgn0039215"
"2969","42935","CG5794","CG5794","FBgn0039214"
"2970","42934","atl","CG6668","FBgn0039213"
"2971","42933","Syx18","CG13626","FBgn0039212"
"2972","42931","CG13625","CG13625","FBgn0039210"
"2973","42930","CG13624","CG13624","FBgn0039209"
"2974","42928","CG5789","CG5789","FBgn0039207"
"2975","42926","CG13623","CG13623","FBgn0039205"
"2976","42925","CG6607","CG6607","FBgn0039204"
"2977","42924","CG13618","CG13618","FBgn0039203"
"2978","42917","CG13616","CG13616","FBgn0039200"
"2979","42913","CG17781","CG17780","FBgn0039197"
"2980","42914","CG17780","CG17780","FBgn0039197"
"2981","42913","CG17781","CG17781","FBgn0039196"
"2982","42907","CG5762","CG5762","FBgn0039190"
"2983","42906","CG18528","CG18528","FBgn0039189"
"2984","42905","Golgin84","CG17785","FBgn0039188"
"2985","42904","CG6454","CG6454","FBgn0039187"
"2986","42903","CG5746","CG5746","FBgn0039186"
"2987","42901","CG6432","CG6432","FBgn0039184"
"2988","42900","Dis3","CG6413","FBgn0039183"
"2989","42899","CG5728","CG5728","FBgn0039182"
"2990","42895","CG5715","CG5715","FBgn0039180"
"2991","42893","CG6356","CG6356","FBgn0039178"
"2992","42892","CG13611","CG13611","FBgn0039177"
"2993","42888","CG5706","CG5706","FBgn0039175"
"2994","42885","Spase22-23","CG5677","FBgn0039172"
"2995","42883","CG13609","CG13609","FBgn0039170"
"2996","42882","CG5669","CG5669","FBgn0039169"
"2997","42879","CG17786","CG17786","FBgn0039167"
"2998","42877","CG6204","CG6204","FBgn0039165"
"2999","42875","CG5515","CG5515","FBgn0039163"
"3000","42873","CG13606","CG13606","FBgn0039161"
"3001","42872","CG5510","CG5510","FBgn0039160"
"3002","42870","mRpS24","CG13608","FBgn0039159"
"3003","42869","CG6182","CG6182","FBgn0039158"
"3004","2768680","Myo95E","CG5501","FBgn0039157"
"3005","42867","CG6178","CG6178","FBgn0039156"
"3006","42865","kal-1","CG6173","FBgn0039155"
"3007","42864","Npc2f","CG6164","FBgn0039154"
"3008","42861","CG5463","CG5463","FBgn0039153"
"3009","42860","CG6129","CG6129","FBgn0039152"
"3010","42859","CG13607","CG13607","FBgn0039151"
"3011","42858","CG13605","CG13605","FBgn0039150"
"3012","42857","CG18428","CG18428","FBgn0039149"
"3013","42855","CG10694","CG10694","FBgn0039147"
"3014","42851","CG6000","CG6000","FBgn0039145"
"3015","42846","spas","CG5977","FBgn0039141"
"3016","42845","Miro","CG5410","FBgn0039140"
"3017","42840","CG13604","CG13604","FBgn0039137"
"3018","42839","CG5902","CG5902","FBgn0039136"
"3019","42838","CG13603","CG13603","FBgn0039135"
"3020","42835","AP-1sigma","CG5864","FBgn0039132"
"3021","42833","CG12268","CG12268","FBgn0039131"
"3022","42831","CG5854","CG5854","FBgn0039130"
"3023","42830","RpS19b","CG5338","FBgn0039129"
"3024","42829","CG13599","CG13599","FBgn0039128"
"3025","42826","CG13601","CG13601","FBgn0039126"
"3026","42825","CG5857","CG5857","FBgn0039125"
"3027","42816","Nup98","CG10198","FBgn0039120"
"3028","42814","CG10208","CG10208","FBgn0039118"
"3029","42813","tst","CG10210","FBgn0039117"
"3030","42812","CG10375","CG10375","FBgn0039116"
"3031","42811","CG10214","CG10214","FBgn0039115"
"3032","42810","Lsd-1","CG10374","FBgn0039114"
"3033","42809","CG10217","CG10217","FBgn0039113"
"3034","42808","CG10219","CG10219","FBgn0039112"
"3035","42807","Plip","CG10371","FBgn0039111"
"3036","42804","CG10225","CG10225","FBgn0039110"
"3037","42801","CG10365","CG10365","FBgn0039109"
"3038","42798","CG10300","CG10300","FBgn0039107"
"3039","42794","CG10252","CG10252","FBgn0039104"
"3040","42791","SPE","CG16705","FBgn0039102"
"3041","42788","CG10157","CG10157","FBgn0039099"
"3042","42787","CG13822","CG13822","FBgn0039098"
"3043","42783","CG10184","CG10184","FBgn0039094"
"3044","42778","beat-IV","CG10152","FBgn0039089"
"3045","42777","CG10164","CG10164","FBgn0039088"
"3046","42774","CG10170","CG10170","FBgn0039085"
"3047","42773","CG10175","CG10175","FBgn0039084"
"3048","42772","CG10177","CG10177","FBgn0039083"
"3049","42770","Irk2","CG4370","FBgn0039081"
"3050","42766","CG17380","CG17380","FBgn0039077"
"3051","42762","CG4408","CG4408","FBgn0039073"
"3052","42756","CG4434","CG4434","FBgn0039071"
"3053","42755","CG17083","CG17083","FBgn0039070"
"3054","42754","CG6763","CG6763","FBgn0039069"
"3055","42751","CG13827","CG13827","FBgn0039068"
"3056","42750","wda","CG4448","FBgn0039067"
"3057","42749","EloA","CG6755","FBgn0039066"
"3058","42748","CG4449","CG4449","FBgn0039065"
"3059","42747","CG4467","CG4467","FBgn0039064"
"3060","42740","CG13829","CG13829","FBgn0039059"
"3061","42739","CG4624","CG4624","FBgn0039058"
"3062","42735","cenB1A","CG6742","FBgn0039056"
"3063","42734","Rassf","CG4656","FBgn0039055"
"3064","42733","CG13830","CG13830","FBgn0039054"
"3065","42732","CG6738","CG6738","FBgn0039053"
"3066","42731","CG6733","CG6733","FBgn0039052"
"3067","42730","CG17109","CG17109","FBgn0039051"
"3068","42728","CG6726","CG6726","FBgn0039049"
"3069","42723","CG17119","CG17119","FBgn0039045"
"3070","2768677","p53","CG33336","FBgn0039044"
"3071","42721","CG17121","CG17121","FBgn0039043"
"3072","42719","CG13838","CG13838","FBgn0039041"
"3073","42717","lmd","CG4677","FBgn0039039"
"3074","42709","CG17244","CG17244","FBgn0039031"
"3075","42704","CG7031","CG7031","FBgn0039027"
"3076","42703","CG7029","CG7029","FBgn0039026"
"3077","42702","CG7023","CG7023","FBgn0039025"
"3078","42701","CG4721","CG4721","FBgn0039024"
"3079","42700","CG4723","CG4723","FBgn0039023"
"3080","42699","CG4725","CG4725","FBgn0039022"
"3081","42697","CG17141","CG17141","FBgn0039020"
"3082","42696","HP1c","CG6990","FBgn0039019"
"3083","42694","CG6985","CG6985","FBgn0039017"
"3084","42693","Dcr-1","CG4792","FBgn0039016"
"3085","42690","CG4813","CG4813","FBgn0039013"
"3086","42686","CG4907","CG4907","FBgn0039010"
"3087","42684","CG6972","CG6972","FBgn0039008"
"3088","42683","Ccap","CG4910","FBgn0039007"
"3089","42682","Cyp6d4","CG12800","FBgn0039006"
"3090","42680","Nup133","CG6958","FBgn0039004"
"3091","42678","CG17625","CG17625","FBgn0039002"
"3092","42662","CG6937","CG6937","FBgn0038989"
"3093","42658","CG5278","CG5278","FBgn0038986"
"3094","42656","CG5315","CG5315","FBgn0038984"
"3095","42655","CG5326","CG5326","FBgn0038983"
"3096","42653","CG5346","CG5346","FBgn0038981"
"3097","42652","oa2","CG6919","FBgn0038980"
"3098","42651","CG7046","CG7046","FBgn0038979"
"3099","42650","CG7045","CG7045","FBgn0038978"
"3100","42647","CG7048","CG7048","FBgn0038976"
"3101","42646","Nrx-1","CG7050","FBgn0038975"
"3102","42645","CG5377","CG5377","FBgn0038974"
"3103","42644","CG18594","CG18594","FBgn0038973"
"3104","42643","CG7054","CG7054","FBgn0038972"
"3105","42636","CG13847","CG13847","FBgn0038967"
"3106","42635","pinta","CG13848","FBgn0038966"
"3107","42634","mats","CG13852","FBgn0038965"
"3108","42633","Nop56","CG13849","FBgn0038964"
"3109","42630","CG13850","CG13850","FBgn0038961"
"3110","42629","CG13855","CG13855","FBgn0038960"
"3111","42628","CG13856","CG13856","FBgn0038959"
"3112","42627","CG13857","CG13857","FBgn0038958"
"3113","42626","CG7059","CG7059","FBgn0038957"
"3114","42625","CG5379","CG5379","FBgn0038956"
"3115","42622","CG18596","CG18596","FBgn0038953"
"3116","42621","CG7069","CG7069","FBgn0038952"
"3117","42619","CG5380","CG5380","FBgn0038951"
"3118","42618","CG5382","CG5382","FBgn0038950"
"3119","42616","PSR","CG5383","FBgn0038948"
"3120","42615","sar1","CG7073","FBgn0038947"
"3121","42614","CG7077","CG7077","FBgn0038946"
"3122","42611","CG5391","CG5391","FBgn0038943"
"3123","42609","CG7080","CG7080","FBgn0038941"
"3124","42606","CG7084","CG7084","FBgn0038938"
"3125","42598","CG5778","CG5778","FBgn0038930"
"3126","42594","BG4","CG12297","FBgn0038928"
"3127","42593","CG6015","CG6015","FBgn0038927"
"3128","42592","CG13409","CG13409","FBgn0038926"
"3129","42590","Cchl","CG6022","FBgn0038925"
"3130","42589","CG6028","CG6028","FBgn0038924"
"3131","42588","mRpL35","CG13410","FBgn0038923"
"3132","42586","CG6439","CG6439","FBgn0038922"
"3133","42585","CG6332","CG6332","FBgn0038921"
"3134","42583","CG17843","CG17843","FBgn0038919"
"3135","42581","CG6678","CG6678","FBgn0038917"
"3136","42580","dnd","CG6560","FBgn0038916"
"3137","42579","CG17819","CG17819","FBgn0038915"
"3138","42578","fit","CG17820","FBgn0038914"
"3139","42576","CG6656","CG6656","FBgn0038912"
"3140","42573","CG6569","CG6569","FBgn0038909"
"3141","42563","RpI12","CG13418","FBgn0038903"
"3142","42556","CG5849","CG5849","FBgn0038897"
"3143","42551","CG6353","CG6353","FBgn0038893"
"3144","42548","CG15498","CG15498","FBgn0038892"
"3145","42545","CG7956","CG7956","FBgn0038890"
"3146","42539","CG7907","CG7907","FBgn0038887"
"3147","42531","CG16791","CG16791","FBgn0038881"
"3148","42530","SIFR","CG10823","FBgn0038880"
"3149","42529","CG17298","CG17298","FBgn0038879"
"3150","42528","CG3301","CG3301","FBgn0038878"
"3151","42527","CG3308","CG3308","FBgn0038877"
"3152","42526","CG5919","CG5919","FBgn0038876"
"3153","42523","ETHR","CG5911","FBgn0038874"
"3154","42522","CG5892","CG5892","FBgn0038873"
"3155","42520","NELF-A","CG5874","FBgn0038872"
"3156","42518","CG5871","CG5871","FBgn0038870"
"3157","42517","CG3353","CG3353","FBgn0038869"
"3158","42516","CG5862","CG5862","FBgn0038868"
"3159","42512","CG10824","CG10824","FBgn0038865"
"3160","42509","CG5798","CG5798","FBgn0038862"
"3161","42508","CG7009","CG7009","FBgn0038861"
"3162","42507","CG10825","CG10825","FBgn0038860"
"3163","42505","CG5793","CG5793","FBgn0038858"
"3164","42498","CG5745","CG5745","FBgn0038855"
"3165","42497","CG7044","CG7044","FBgn0038854"
"3166","42496","RhoGAP93B","CG3421","FBgn0038853"
"3167","42483","CG5697","CG5697","FBgn0038846"
"3168","42482","CG10827","CG10827","FBgn0038845"
"3169","42478","CG5630","CG5630","FBgn0038842"
"3170","42476","CG5621","CG5621","FBgn0038840"
"3171","42474","TotB","CG5609","FBgn0038838"
"3172","42473","CG3822","CG3822","FBgn0038837"
"3173","42470","RpS30","CG15697","FBgn0038834"
"3174","42468","CG15695","CG15695","FBgn0038832"
"3175","42465","CG17272","CG17272","FBgn0038830"
"3176","42463","CG17271","CG17271","FBgn0038829"
"3177","42462","CG17270","CG17270","FBgn0038828"
"3178","2768674","Fancd2","CG17269","FBgn0038827"
"3179","42460","CG17838","CG17838","FBgn0038826"
"3180","42451","CG4000","CG4000","FBgn0038820"
"3181","42450","Cpr92F","CG5494","FBgn0038819"
"3182","42449","Nep4","CG4058","FBgn0038818"
"3183","42444","CG5466","CG5466","FBgn0038815"
"3184","42443","CG15923","CG15923","FBgn0038814"
"3185","42439","Srp72","CG5434","FBgn0038810"
"3186","42437","CG16953","CG16953","FBgn0038809"
"3187","42436","Srp14","CG5417","FBgn0038808"
"3188","42434","CG5412","CG5412","FBgn0038806"
"3189","42433","TFAM","CG4217","FBgn0038805"
"3190","42432","CG10877","CG10877","FBgn0038804"
"3191","42431","CG5191","CG5191","FBgn0038803"
"3192","42426","CG4288","CG4288","FBgn0038799"
"3193","42423","CG4323","CG4323","FBgn0038797"
"3194","42421","CG4335","CG4335","FBgn0038795"
"3195","42414","Sirt2","CG5085","FBgn0038788"
"3196","42413","CG4360","CG4360","FBgn0038787"
"3197","42409","CG4367","CG4367","FBgn0038783"
"3198","42401","CG17199","CG17199","FBgn0038775"
"3199","42400","CG5023","CG5023","FBgn0038774"
"3200","42397","CG4973","CG4973","FBgn0038772"
"3201","42396","CG4390","CG4390","FBgn0038771"
"3202","42394","CG10889","CG10889","FBgn0038769"
"3203","42392","trem","CG4413","FBgn0038767"
"3204","42391","CG4854","CG4854","FBgn0038766"
"3205","42390","CG4424","CG4424","FBgn0038765"
"3206","42388","CG4433","CG4433","FBgn0038763"
"3207","42386","CG17190","CG17190","FBgn0038761"
"3208","42385","MED25","CG12254","FBgn0038760"
"3209","42381","CG4783","CG4783","FBgn0038756"
"3210","42380","Hs6st","CG4451","FBgn0038755"
"3211","42376","CG4462","CG4462","FBgn0038752"
"3212","42374","CG4465","CG4465","FBgn0038750"
"3213","42373","CG4468","CG4468","FBgn0038749"
"3214","42371","RhoGAP92B","CG4755","FBgn0038747"
"3215","42370","Surf6","CG4510","FBgn0038746"
"3216","42369","CG4538","CG4538","FBgn0038745"
"3217","42364","Arc42","CG4703","FBgn0038742"
"3218","42363","CG17186","CG17186","FBgn0038741"
"3219","42362","CG4562","CG4562","FBgn0038740"
"3220","42361","CG4686","CG4686","FBgn0038739"
"3221","42360","CG4572","CG4572","FBgn0038738"
"3222","42359","CG11447","CG11447","FBgn0038737"
"3223","42357","CG4662","CG4662","FBgn0038735"
"3224","42355","CG11453","CG11453","FBgn0038734"
"3225","42354","CG11407","CG11407","FBgn0038733"
"3226","42353","CG11391","CG11391","FBgn0038732"
"3227","42351","CG6300","CG6300","FBgn0038730"
"3228","42343","CG6195","CG6195","FBgn0038723"
"3229","42340","CG16718","CG16718","FBgn0038721"
"3230","42339","CG6231","CG6231","FBgn0038720"
"3231","42337","CG17752","CG17752","FBgn0038718"
"3232","42336","CG17751","CG17751","FBgn0038717"
"3233","42335","CG7342","CG7342","FBgn0038716"
"3234","42333","Cpr92A","CG6240","FBgn0038714"
"3235","42328","CG15025","CG15025","FBgn0038709"
"3236","42324","CG3517","CG3517","FBgn0038706"
"3237","42322","CG5316","CG5316","FBgn0038704"
"3238","42320","CG3739","CG3739","FBgn0038702"
"3239","42319","CG18493","CG18493","FBgn0038701"
"3240","42318","CG3734","CG3734","FBgn0038700"
"3241","42315","CG3581","CG3581","FBgn0038697"
"3242","42311","CG5217","CG5217","FBgn0038694"
"3243","42310","unc79","CG5237","FBgn0038693"
"3244","42309","CG3773","CG3773","FBgn0038692"
"3245","42307","CG11703","CG11703","FBgn0038690"
"3246","42302","CG5555","CG5555","FBgn0038686"
"3247","42298","CG11779","CG11779","FBgn0038683"
"3248","42296","CG5835","CG5835","FBgn0038682"
"3249","42293","Cyp12a5","CG11821","FBgn0038680"
"3250","42292","CG6040","CG6040","FBgn0038679"
"3251","42290","mRpL55","CG14283","FBgn0038678"
"3252","42286","CG6013","CG6013","FBgn0038675"
"3253","42281","CG14285","CG14285","FBgn0038674"
"3254","42280","CG14286","CG14286","FBgn0038673"
"3255","42279","CG6005","CG6005","FBgn0038672"
"3256","42272","CG5451","CG5451","FBgn0038666"
"3257","42271","CG12269","CG12269","FBgn0038665"
"3258","42268","CG14290","CG14290","FBgn0038662"
"3259","42266","CG14291","CG14291","FBgn0038660"
"3260","42265","endoA","CG14296","FBgn0038659"
"3261","42264","CG14292","CG14292","FBgn0038658"
"3262","42262","CG14294","CG14294","FBgn0038656"
"3263","42260","CG14297","CG14297","FBgn0038655"
"3264","42259","CG14298","CG14298","FBgn0038654"
"3265","42257","CG7720","CG7720","FBgn0038652"
"3266","42256","CG14299","CG14299","FBgn0038651"
"3267","42254","CG7718","CG7718","FBgn0038649"
"3268","42252","CG14302","CG14302","FBgn0038647"
"3269","42251","CG7715","CG7715","FBgn0038646"
"3270","42250","CG7714","CG7714","FBgn0038645"
"3271","3346166","CG14300","CG14300","FBgn0038643"
"3272","42246","Muc91C","CG7709","FBgn0038642"
"3273","42245","CG7708","CG7708","FBgn0038641"
"3274","42242","CG7702","CG7702","FBgn0038638"
"3275","42235","CG14301","CG14301","FBgn0038632"
"3276","42234","CG7695","CG7695","FBgn0038631"
"3277","42233","CG14305","CG14305","FBgn0038630"
"3278","42228","CG7691","CG7691","FBgn0038626"
"3279","42220","CG7685","CG7685","FBgn0038619"
"3280","42218","CG12333","CG12333","FBgn0038617"
"3281","42214","CG7678","CG7678","FBgn0038613"
"3282","42213","cona","CG7676","FBgn0038612"
"3283","42212","CG14309","CG14309","FBgn0038611"
"3284","42211","CG7675","CG7675","FBgn0038610"
"3285","42209","CG7671","CG7671","FBgn0038609"
"3286","42208","WRNexo","CG7670","FBgn0038608"
"3287","42207","CG7669","CG7669","FBgn0038607"
"3288","42203","PKD","CG7125","FBgn0038603"
"3289","42201","CG18600","CG18600","FBgn0038601"
"3290","42197","CG7131","CG7131","FBgn0038598"
"3291","42196","CG8064","CG8064","FBgn0038597"
"3292","42194","CG7142","CG7142","FBgn0038595"
"3293","42192","CG7146","CG7146","FBgn0038593"
"3294","42191","CG18599","CG18599","FBgn0038592"
"3295","42189","CG12320","CG12320","FBgn0038590"
"3296","42188","CG18598","CG18598","FBgn0038589"
"3297","42187","CG7156","CG7156","FBgn0038588"
"3298","42184","CG7168","CG7168","FBgn0038586"
"3299","42183","CG7993","CG7993","FBgn0038585"
"3300","42182","CG7175","CG7175","FBgn0038584"
"3301","42181","CG7183","CG7183","FBgn0038583"
"3302","42180","CG7988","CG7988","FBgn0038582"
"3303","42179","CG14314","CG14314","FBgn0038581"
"3304","42175","MED17","CG7957","FBgn0038578"
"3305","42174","CG12321","CG12321","FBgn0038577"
"3306","42173","Arp5","CG7940","FBgn0038576"
"3307","42172","CG7208","CG7208","FBgn0038575"
"3308","3771951","Prx5","CG7215","FBgn0038571"
"3309","3771951","Prx5","CG7217","FBgn0038570"
"3310","42165","CG7218","CG7218","FBgn0038569"
"3311","42163","CG14316","CG14316","FBgn0038567"
"3312","42159","CG7794","CG7794","FBgn0038565"
"3313","42158","CG7785","CG7785","FBgn0038564"
"3314","42152","CG12347","CG12347","FBgn0038558"
"3315","42146","CG18012","CG18012","FBgn0038552"
"3316","42145","CG7357","CG7357","FBgn0038551"
"3317","42143","CG17802","CG17802","FBgn0038549"
"3318","42142","CG17806","CG17806","FBgn0038548"
"3319","42141","CG17803","CG17803","FBgn0038547"
"3320","42140","CG7379","CG7379","FBgn0038546"
"3321","42139","CG7713","CG7713","FBgn0038545"
"3322","42136","CG7431","CG7431","FBgn0038542"
"3323","42128","CG7655","CG7655","FBgn0038536"
"3324","42127","alt","CG18212","FBgn0038535"
"3325","42125","CG7523","CG7523","FBgn0038533"
"3326","42124","CG14322","CG14322","FBgn0038532"
"3327","42122","AttD","CG7629","FBgn0038530"
"3328","42119","CG14324","CG14324","FBgn0038527"
"3329","42118","CG14327","CG14327","FBgn0038526"
"3330","42116","CG14329","CG14329","FBgn0038525"
"3331","42115","sll","CG7623","FBgn0038524"
"3332","42109","Prx5037","CG5826","FBgn0038519"
"3333","42106","CG5840","CG5840","FBgn0038516"
"3334","42105","CG5823","CG5823","FBgn0038515"
"3335","42102","CG14330","CG14330","FBgn0038512"
"3336","42100","CG5873","CG5873","FBgn0038511"
"3337","42099","CG14331","CG14331","FBgn0038510"
"3338","42093","Sur-8","CG5407","FBgn0038504"
"3339","42087","Brf","CG31256","FBgn0038499"
"3340","42086","beat-IIa","CG14334","FBgn0038498"
"3341","42079","CG5292","CG5292","FBgn0038491"
"3342","42076","m-cup","CG11896","FBgn0038488"
"3343","42075","TwdlW","CG4060","FBgn0038487"
"3344","42074","CG5265","CG5265","FBgn0038486"
"3345","42072","CG5246","CG5246","FBgn0038484"
"3346","42069","CG17475","CG17475","FBgn0038481"
"3347","42067","CG17477","CG17477","FBgn0038479"
"3348","42065","cal1","CG5148","FBgn0038478"
"3349","42063","kuk","CG5175","FBgn0038476"
"3350","42062","Keap1","CG3962","FBgn0038475"
"3351","42057","CG3995","CG3995","FBgn0038472"
"3352","42056","CG5220","CG5220","FBgn0038471"
"3353","42055","CG18213","CG18213","FBgn0038470"
"3354","42051","CG3590","CG3590","FBgn0038467"
"3355","42050","CG8907","CG8907","FBgn0038466"
"3356","42049","Irc","CG8913","FBgn0038465"
"3357","42047","CG3534","CG3534","FBgn0038463"
"3358","42046","CG17556","CG17556","FBgn0038462"
"3359","42045","CG3678","CG3678","FBgn0038461"
"3360","42044","CG18622","CG18622","FBgn0038460"
"3361","42030","CG14906","CG14907","FBgn0038455"
"3362","42028","CG10324","CG10324","FBgn0038454"
"3363","42027","CG10326","CG10326","FBgn0038453"
"3364","42023","CG14893","CG14893","FBgn0038451"
"3365","42021","CG17562","CG17562","FBgn0038449"
"3366","42013","CG14891","CG14891","FBgn0038445"
"3367","42005","CG14899","CG14899","FBgn0038438"
"3368","42004","CG14898","CG14898","FBgn0038437"
"3369","42002","Gyc-89Db","CG14886","FBgn0038436"
"3370","42001","Gyc-89Da","CG14885","FBgn0038435"
"3371","41997","CG14883","CG14883","FBgn0038432"
"3372","41996","CG10405","CG10405","FBgn0038431"
"3373","41994","CG14882","CG14882","FBgn0038429"
"3374","41993","CG14894","CG14894","FBgn0038428"
"3375","41992","CG12753","CG12753","FBgn0038427"
"3376","41991","mRpS33","CG10406","FBgn0038426"
"3377","41990","CG14881","CG14881","FBgn0038425"
"3378","41989","CG17565","CG17565","FBgn0038424"
"3379","41987","CG10317","CG10317","FBgn0038423"
"3380","41986","CG14880","CG14880","FBgn0038422"
"3381","8674030","CG17931","CG17931","FBgn0038421"
"3382","41984","CG10311","CG10311","FBgn0038420"
"3383","41982","CG14879","CG14879","FBgn0038419"
"3384","41981","pad","CG10309","FBgn0038418"
"3385","41978","CG17929","CG17929","FBgn0038415"
"3386","41975","Zip3","CG6898","FBgn0038412"
"3387","41967","CG6126","CG6126","FBgn0038407"
"3388","41964","CG8927","CG8927","FBgn0038405"
"3389","41963","CG8925","CG8925","FBgn0038404"
"3390","41960","CG5916","CG5916","FBgn0038401"
"3391","41959","CG5903","CG5903","FBgn0038400"
"3392","41954","sxe2","CG4979","FBgn0038398"
"3393","41951","CG5013","CG5013","FBgn0038396"
"3394","41949","CG10407","CG10407","FBgn0038395"
"3395","41945","GATAe","CG10278","FBgn0038391"
"3396","41941","Rbf2","CG5083","FBgn0038390"
"3397","41940","CG5516","CG5516","FBgn0038389"
"3398","41939","CG4287","CG4287","FBgn0038388"
"3399","41937","blp","CG5268","FBgn0038387"
"3400","41936","CG5478","CG5478","FBgn0038386"
"3401","41935","CG4221","CG4221","FBgn0038385"
"3402","41931","CG3303","CG3303","FBgn0038381"
"3403","41926","CG9632","CG9632","FBgn0038377"
"3404","41925","Hmt-1","CG4225","FBgn0038376"
"3405","41922","CG4546","CG4546","FBgn0038373"
"3406","41920","Pbp45","CG9597","FBgn0038371"
"3407","41914","CG4576","CG4576","FBgn0038366"
"3408","41908","CG9589","CG9589","FBgn0038361"
"3409","41907","CG9590","CG9590","FBgn0038360"
"3410","41905","CG4525","CG4525","FBgn0038358"
"3411","41904","CG5623","CG5623","FBgn0038357"
"3412","41903","CG12784","CG12784","FBgn0038356"
"3413","41902","CG4520","CG4520","FBgn0038355"
"3414","41901","CG5404","CG5404","FBgn0038354"
"3415","41900","CG5399","CG5399","FBgn0038353"
"3416","41896","CG6045","CG6045","FBgn0038349"
"3417","41892","CG5213","CG5213","FBgn0038345"
"3418","41891","CG5205","CG5205","FBgn0038344"
"3419","41890","CG14871","CG14871","FBgn0038343"
